title,author,date,doi,ab
"Alternative employment arrangements contribute to organizational citizenship and innovative work, or not: information technology professional's psychological contract will tell",Sandra K. Newton,"April 2005,",https://doi.org/10.1145/1055973.1056000,"Management of information technology (IT) human capital is more dynamic and diverse today as organizations use a variety and mixture of employment arrangements to gain IT core competency, cost, and productivity improvements, yet it is not well known how the employment arrangements affect the IT professional. Applying the psychological contract framework and social information processing theory in the investigation into the IT professional's psychological contract and the affects of their employment arrangement will bring improved understanding of their subsequent attitudes and behaviors. This study will obtain cross-sectional data from IT professionals, which is especially relevant as alternative employment strategies continue to be the trend. Goals toward organizational effectiveness can be implemented through the use of varied employment arrangements; however, ensuring the goals succeed requires new understanding of how the varied employment arrangements affect the psychological contracts of IT professionals. The anticipated findings will provide human resource managers the knowledge necessary to implement strategies toward improved psychological contracts to facilitate continued organizational citizenship and innovative work. This study extends current research on alternative employment arrangements by considering the important factors, such as psychological contracts, organizational citizenship behavior and innovative work behavior in the context of IT professionals."
The other side of turnover: managing IT personnel strategically,Havard Meland,"April 2005,",https://doi.org/10.1145/1055973.1056001,"Turnover has always been regarded as dysfunctional for organizations especially in the IT industry. Research and practice has focused on retaining IT professionals. IT companies have made efforts to retain their workers by increasing salaries, fringe benefits and in general, create an environment attractive for high performing knowledge workers. In this paper, we present a different perspective and argue that turnover is a possible strategic facilitator for organizational development. Using theory of planned behavior, theory of psychological contracts and building upon prior research in IT turnover, we propose a model which we call Strategic Turnover Management Process (STMP). In developing our model, we supplemented the theoretical and empirical premises with data gathered from an internationally known IT consulting company. The model has three stages - assessing employees' intentions, deciding on intervention measures, and enacting actual intervention. We propose ways of implementing our model and conclude by stressing that preventing turnover should not be the goal of any organization, but rather be accepted as a natural part of the market dynamics. Organizations should not try to stop the water from flowing downstream, but aim to control its speed and direction."
Career orientation and organizational commitment of IT personnel,Mary Sumner,"April 2005,",https://doi.org/10.1145/1055973.1056002,"The management of information technology (IT) personnel poses unique challenges, but managers may be able to provide IT professionals with appropriate opportunities and career paths by matching individual expectations with job characteristics. This study is designed to identify the career anchors possessed by current IT personnel and to identify which career anchors are the strongest determinants of organizational commitment. Results from a pilot study identified four career anchors or orientations prevalent in IT personnel: Creativity, Autonomy, Identity, and Variety. Responses from sixty-six IT professionals were analyzed; and a weighted variation of Time in Job, Variety, Autonomy, and Identity explained 38% of the variation in Organizational Commitment."
Redesigning human resources for IT: meeting organizational needs in a changing environment,Diane Bandow,"April 2005,",https://doi.org/10.1145/1055973.1055990,
Lessons from Darwin: adaptation and career management for IT professionals,Diane Bandow,"April 2005,",https://doi.org/10.1145/1055973.1055992,"Darwin introduced the world to his theory on environmental change in the adaptation of different species; although his book originally appeared in 1842, the concepts are still relevant to provide a lens through which IT career management can be examined. Key terms in nature such as environmental change and evolution are also applicable and exist in the business environment and organizations today. In business as in nature, environmental changes influence opportunities and modification occurs to meet different needs. Just as organizations have evolved from the elaborate and complex hierarchies to new organizational forms such as matrix, virtual, and flat, the individuals working in these organizations have also had to change with the organizations. The business environment has evolved from one of predictability and long-term planning to one of rapid changes, unpredictability and global competition. One key area in need of modification is career management; current views on career management are based on old organizational concepts and models that are inappropriate for the current, rapidly changing environment. To meet these changes, Cheseborough & Davis (1983) recommended that IT professionals assume responsibility for their own careers. Many other research efforts since then have made the same recommendation, but there is little research and limited information to indicate if personal career management ever really occurred or to what extent.Traditional career management was previously accomplished between individuals and organizations through slow but deliberate progression and career ladders, and individuals relied on supervisors, experience and the passage of time for promotion. The business environment has radically changed; organizations rarely support traditional career ladders; the dual ladders in IT have provided less than stellar outcomes (Allen & Katz, 1986)."
Transferability of skills over the IT career path,Choong Kwon Lee,"April 2005,",https://doi.org/10.1145/1055973.1055993,"The primary goal of this study is to help IT professionals prepare themselves for their future careers by identifying transferable skills across the three different IT jobs: programmer/analysts, systems analysts, and IT managers. By collecting and analyzing data from Fortune 500 corporate websites, this research attempts to provide IT professionals with a list of skills that they need to retain and new skills to develop for their future careers."
Identifying the prototypical career paths of IT professionals: a sequence and cluster analysis,Damien Joseph,"April 2005,",https://doi.org/10.1145/1055973.1055994,"This study seeks to understand whether there are prototypical career paths in IT. We use sequence analysis to analyze actual work history of individuals who had held jobs in the IT profession. Our findings suggest that, contrary to the traditional view of a dual career path of IT professionals, IT professionals' careers actually follow one of three career paths: technical; managerial; or protean. We also find that individuals in the IT technical career path have significantly more IT technical experience compared to those in other career paths. We conclude this paper by discussing these results and identifying the implications for research and practice. This study makes a key contribution to the literature on IT professionals as being one of the first to analyze empirically the actual career paths of IT."
Company investments in home-PCs: realising business value through human resource development?,Tom Roar Eikebrokk,"April 2005,",https://doi.org/10.1145/1055973.1055996,"In Europe, companies are increasing their investments in home-PCs to employees for use at home. These investments are stimulated by tax regulations mainly driven by the assumption that these investments increase IT competence and competitiveness. However, there are few empirical studies that have analysed these assumptions. This paper contributes with empirical data to the relationship between the management of home-PC arrangements and business value. The relationship between home-PC investments, financial-, training- and support strategies, and business value is explored with interview data from 8 Norwegian companies, consultants and technology providers followed by an empirical survey in 69 companies. The main results suggest that home-PCs stimulate knowledge creation, but also that tax regulation can be counterproductive. The paper concludes with suggestions for further research. The results have implications for business and government leaders globally, as they make policy decisions regarding the implementation of programs that stimulate the adoption of home-PCs that are intended to stimulate IT competence."
Privacy policies of the largest privately held companies: a review and analysis of the forbes private 50,Alan R. Peslak,"April 2005,",https://doi.org/10.1145/1055973.1055997,"This study reviews the Internet privacy policies of the 50 largest privately held companies in the US as identified by Forbes magazine. The study builds on work of prior researchers who analyzed popular and random e-commerce websites. In this study, the websites of privately held firms were reviewed and analyzed for the inclusion of the Federal Trade Commission's Fair Information Practices as well as a series of other consumer-centered factors. A comparison was also made between the policies of largest US publicly traded companies and the privately held companies. Overall the study finds that privately held companies do not demonstrate consistency in following Fair Information Practices or consumer-centered Internet policies. Also, the 50 largest privately held companies are generally less likely to publicly reveal their policies relative to Fair Information Practices or consumer-centered policies than the 50 largest publicly held companies. This is due to a large extent to lack of any privacy policies for many privately held companies. If only those companies with privacy policies are analyzed, two factors show significant differences between public and private company privacy policies."
Cyclic knowledge management system in e-governance: a case study of evaluating polls on referendum-independence of quebec using ANN,Manzur Ashraf,"April 2005,",https://doi.org/10.1145/1055973.1055998,"E-Governance brings urban and rural together and breaks the barrier of distance to lead an efficient administration. Surprisingly, E-Governance have not made enough impact on the people as e-Commerce and e-Learning have done. From the software engineering point of view, E-Governance has a lot of characteristics, which are different from e-Commerce and e-Learning. It is enough for e-Commerce and e-Learning to be reactive whereas E-Governance needs to be proactive. While e-Commerce and e-Learning involve Information Management, E-Governance involves Knowledge Management (KM). Knowledge management is the management of information, skill, experience, innovation, and intelligence. Our model of E-Governance based on Knowledge Management System (KMS) is built on KM cycle of Knowledge capturing, Knowledge sharing, Knowledge enhancing, and Knowledge preserving. A few popular models of E-Governance use a concept of ""knowledge centers"" to share knowledge. Our model shares knowledge that supports the law of knowledge dynamics. The development model of E-Governance based on Information Management System (IMS) applies a cycle-based process such as spiral or iterative process. This paper studies a development model of KMS-based E-Governance, which is path-based. This model provides an environment where the system grows with the people. To simulate the proposed KMS model, we analyzed a scenario based on the poll on Referendum question of Quebec, CA regarding independence (unilateral action or negotiation) using Artificial Neural Network."
A framework to elicit the skills needed for software development,Jack Downey,"April 2005,",https://doi.org/10.1145/1055973.1055987,"This paper proposes a theoretical framework to inform an interview instrument. This instrument will be used to investigate the skills needed in software development by interviewing experienced personnel. Based on Social Cognitive Theory, this framework will allow for the elicitation of skill-set information by considering the person, their behaviors and the organization they work in."
Staffing and management of e-commerce programs and projects,Fred Niederman,"April 2005,",https://doi.org/10.1145/1055973.1055988,"Electronic commerce (e-commerce) personnel are instrumental in developing and maintaining electronic commerce programs and projects within firms. In spite of the dot-com bust, the number of firms developing and using e-commerce for interactions with customers and suppliers is growing. Personnel competence as individuals and as a group can be a decisive force in determining the level of success of e-commerce projects. This paper used in-depth interviews toward creating a better understanding of broad concepts and values in this area. More specifically, it examines the management and staffing of e-commerce projects in terms of how work is organized, which organizational unit governs e-commerce programs and management, how staff are assigned to projects and what skills are critical, and how outcomes are measured. Significant variance was identified in each of these areas."
Effects of culture on control mechanisms in offshore outsourced IT projects,Ravi Narayanaswamy,"April 2005,",https://doi.org/10.1145/1055973.1056004,"In spite of the increasing trend of offshore outsourcing in the IT industry, there has been little attention given to control strategies for managing offshore IT development. This paper offers an analysis of the relationship between national culture and control mechanisms, which is particularly important in the offshore systems development context. Control is defined as an attempt made by an organization to ensure that individuals act according to an agreed upon strategy to achieve desired objectives. This paper uses four modes of control that have been previously applied to information systems development - formal (outcome, behavior) and informal (clan, self) - in the offshore context. The dimensions of national culture studied are based on Hofstede's work and include individualism (vs. collectivism), uncertainty avoidance, and power distance. The objective of this research is to address the effect of national cultural differences on control mechanisms. Propositions regarding the relationship between cultural dimensions and modes of control used in offshore-outsourced ISD project are presented. This work draws from three distinct research streams - control, outsourcing, and culture. This work proposes portfolios of control that contain a mix of control mechanisms which should be implemented depending on the cultural settings involved."
An empirical comparison of direct and indirect measures of person-organization (P-O) fit,Thomas W. Ferratt,"April 2005,",https://doi.org/10.1145/1055973.1056005,"Person-organization (P-O) fit is an important concept for understanding the attitudes and behavior of individuals in organizations, in general, and information technology (IT) professionals, in particular. The objective of this paper is to examine a controversial issue related to the measurement of P-O fit. We explain the controversy and empirically investigate it using a sample of IT professionals."
The move to outsourced IT projects: key risks from the provider perspective,Hazel Taylor,"April 2005,",https://doi.org/10.1145/1055973.1056006,"As the number of outsourced IT projects increases, the identification of risks that may impact during project implementation has become increasingly important. There has been extensive research into the risk factors that impact on IT projects, typically focusing on in-house development although, more recently, some researchers have investigated risks for out-sourced projects from the client perspective. The question of the risks involved from the perspective of the outsource provider, however, has received little attention, but is becoming increasingly important with the present trend to outsourced projects. The research reported here describes key risks identified by a group of Hong Kong project managers working for vendor IT firms who offered package implementation solutions both locally and overseas. A number of new risks from the vendor perspective have been identified, which indicate that vendor project managers typically have a broader focus on risks than their in-house counterparts. In addition to risks to the project success itself, vendor project managers must be constantly vigilant for threats to their own firms from competitors and from potential damage to their firm's reputation if the customer is dissatisfied with either the outcomes or the process of the project. The increasing trend towards multinational outsourced projects also adds additional location-specific risks that must be addressed. The findings are of interest to all managers involved in offshore outsourcing projects."
Lessons learned from organizing: 1995 -- 2004,Lorne Olfman,"April 2005,",https://doi.org/10.1145/1055973.1056008,"The main objective of this panel is to provide a forum for past conference chairs, program chairs, and others, to discuss lessons learned from organizing the past 10 SIGMIS-CPR conferences and how the lessons can make future conferences even more successful."
Knowledge impacts of user participation: a cognitive perspective,Jun He,"April 2004,",https://doi.org/10.1145/982372.982374,"Although user participation has been studied over four decades, there are still many questions unanswered. This research identifies two gaps in this field: a lack of understanding of the underlying cognitive mechanisms that intervene with the information systems development (ISD) process, and a lack of understanding of knowledge structures between user participants and system developers that may shape the effectiveness of team processes. To fill up the two gaps, I propose a knowledge perspective of user participation and identify two types of knowledge interactions between user participants and system developers, knowledge acquisition and knowledge exploitation, as main team processes that mediate the relationship between user participation and team performance. In addition, I assimilate recent advances in the filed of collective cognition. Major implications of this study are that user participation may not be effective if participants cannot contribute knowledge to the ISD process, or their knowledge cannot be successfully acquired and utilized by the ISD project team; and team cognition, specified here as transactive memory systems and shared mental models, will shape the effects of knowledge interactions between users and system developers, thereby indirectly influencing the performance of the ISD project team. A theoretical model is also provided."
An agency theory model of ERP implementation,Vedabrata Basu,"April 2004,",https://doi.org/10.1145/982372.982375,"Enterprise resource planning (ERP) systems are becoming rapidly indispensable in order for large and medium sized organizations to run their operations. Therefore, management needs to know the factors that drive successful ERP implementation, a product of the continuous interaction between the implementation consultants and client firms. Agency theory has been successfully used by different researchers to explain relationships between two parties seeking a common outcome. This paper develops a model of testable propositions for applying agency theory to study the relationship between implementation consultants and client organizations deploying the ERP systems, and to consequently evaluate how the relationship affects the implementation success."
Conceptual frameworks in practice: evaluating end-user training strategy in an organization,Maren Simonsen,"April 2004,",https://doi.org/10.1145/982372.982376,"Rapid development in new information technology requires constant need for training end user. Organisations spend heavily on training, but do not take an integrative approach in formulating training strategies. This is mainly due to lack of guidance from the literature. A few frameworks that have been proposed have not been evaluated. In this paper, we use one such framework and use it to evaluate the training strategy in an organisation. This summative evaluation is followed by the formative evaluation of the framework itself. Based on our findings, we conclude that the framework is useful to evaluate organisational training efforts. However, we also point out deficiencies in the framework itself and suggest areas of improvement."
Employment arrangement fit for IT professionals: an examination of the importance of fit components,Thomas W. Ferratt,"April 2004,",https://doi.org/10.1145/982372.982378,"A model of employment arrangement fit for IT professionals has been proposed by Enns, Ferratt, and Prasad (2002). An expanded version of that model used in this study includes eleven employment arrangement characteristics (e.g., job/income security). Consistent with the definition of fit based on needs and supplies (Kristof, 1996), fit is the degree to which the actual amount of a characteristic supplied by the employer is congruent with the IT professional's preferences (or needs). The major issue examined in this study is whether the relationship between fit and various outcome variables is moderated by the importance of the characteristics on which fit is assessed, as hypothesized by Kristof. Data have been collected from over 500 IT professionals. This research-in-progress will present the results of analyzing the data to examine the moderating effects of importance. Implications for theory, measurement, and analysis will be discussed."
Organizational survival and alignment: insights into conflicting perspectives on the role of the IT professional,Indira R. Guzman,"April 2004,",https://doi.org/10.1145/982372.982379,"Different organizational theories clearly define critical organizational activities necessary for organizational survival. Recent attention to ""hybrid"" research that links organizational theory with MIS research has been proposed to lend new insights into strategic alignment of IT (Orlikowski & Barley, 2000; Zmud, 2002). One gap still to be addressed relates to role expectations and skills required by the IT professional according to different organizational theories. Much of the literature on strategic alignment of IT emphasizes the value provided by the IT artifact or focuses on communication between IT and business management, rather than on the role of IT professionals inferred by critical survival activities outlined in different organizational theories.Motivated by organizational concerns related to the clarity and articulation of the role of Information Technology professionals in contributing to strategic alignment, our study reviews literature about the role of the information technology professional and the differences according to three organizational theories: Agency theory, Transaction Cost theory and Institutional theory. We then use bibliometrics and content analysis to analyze published research for implicit or explicit skill expectations and contributions to organizational survival and strategic alignment of IT. The goal of our study is to contribute to a better understanding of role conflict, skill expectations, and value of information technology professionals in organizations, and also contribute to a consolidation between information systems research and organizational studies."
The impact of organizational ethical climate fit on information technology professional's job satisfaction and organizational commitment research in progress,Sandra K. Newton,"April 2004,",https://doi.org/10.1145/982372.982380,"The recent wave of high profile corporate ethical failures, as well as ethical issues surrounding information technologies and users of those technologies, raises questions about the limits that an IT professional will tolerate and accept as normalized behavior. Consideration as to what is normalized behavior within the organizational ethical climate is an important aspect of corporate ethics, in that beliefs about the organizational ethical climate fit are theorized to have effects on both job satisfaction and organizational commitment. In order to account for both the situational and moral components of the individual's beliefs about the ethical climate, the study operationalizes the IT professional's ethical climate ""fit,"" the individual's beliefs about their ""fit"" with the organizational ethical climate. Social Cognitive Theory was used as a foundation for the research model. Development and refinement of the instrumentation was accomplished using expert evaluators and qualitative discussion groups. The instrument was administered to a small sample of undergraduate students, and the final phase of the pilot test (n = 63) was conducted to pre-validate the instrument and research model using path analysis procedure. The pilot test results appear to indicate that both the instrumentation and research model possess positive characteristics that support their pre-validation, and hence, their usefulness for subsequent research. These findings may represent an early assessment of an emerging awareness in corporate ethics, and therefore of considerable value both to researchers and practitioners. It is the intent of the authors to pursue this line of inquiry with a primary data collection effort to support an expanded research model."
An empirical test of the job demand/control model among IT users,Yide Shen,"April 2004,",https://doi.org/10.1145/982372.982382,"By applying Karasek's Job Demand/Control model, this paper examines the antecedents, moderators and consequences of IT-related workplace stress. While the topic of stress continues to interest IS researchers, there has been a lack of a cumulative tradition, in terms of the specific theoretical frameworks used to understand the problem. Drawing on recent insights about the determinants of workplace stress, our research includes both work stress sources as well as employees' autonomy/ control over their work to anticipate the consequences of stress IT users experience in their work. We examine how users who are assimilating new IT into their work experience the level of work-related demands in their jobs, the level of autonomy/ control they have over their work, and how these relate to outcomes, such as job dissatisfaction and mental health complaints (i.e., symptoms of depression). Our results show that negative consequences are moderated by the amount of autonomy that employees experience in their work."
What is really important in supporting end-users?,Hallgeir Nilsen,"April 2004,",https://doi.org/10.1145/982372.982383,"As end-user computing enters its third decade, the question of how best to provide support to the end users remains a vexing management challenge. In this paper, we address this issue. We use the problem definition phase of an action research project at an institution of higher learning in Norway to examine a variety of factors that are suggested in the literature to influence user satisfaction with end-user support. We also sought to gauge user preferences regarding support provider characteristics and location of support services. Our results provide interesting implications to organize user support."
Knowledge networking in global organizations: the transfer of knowledge,Eli Hustad,"April 2004,",https://doi.org/10.1145/982372.982384,"This article focuses on how knowledge can be developed and transferred in multinational organizations, and how 'communities of knowing' can stimulate these knowledge processes through global collaboration supported by information and communication technology (ICT). Former IS research findings regarding virtual collaborative work across geographical and organizational boundaries are reviewed and discussed towards established knowledge and globalization theories. A description of knowledge management initiatives in the telecommunications corporation Ericsson exemplifies the implementation of an explicit knowledge networking strategy where different 'communities of knowing' are the point of effort concerning utilization of the knowledge potential in the entire organization. The analysis indicates that an inter-organizational context for the communities and cross-communities communication increase the complexity and difficulties for knowledge transfer and sharing mechanisms and collaboration."
Professional work and its impact on development of information and communication technology,Ann Johansson,"April 2004,",https://doi.org/10.1145/982372.982386,"Information and communication technology (ICT) plays a critical role in many organisations of today. In both well-tried systems development methods as well as in recently improved object-oriented methods it is important to support development of ICT so that ICT could be adapted to the actual organisation. The methods provide prescribed and formal ways to perform the systems development. An ethnographical study has been performed in the NU health care organisation in Sweden. Another study is performed as a case study carried out at the Wing of Satenas, an airbase within the Swedish Air Force. The aim of this paper is to describe and analyse the character of professional work and its impact on systems development. Professions consist of special competences and attitudes to the work they are performing. The study of the health care workers and the flight technicians can also point this out."
A cognitive view of how IT professionals update their technical skills,Hsingyi Phoebe Tsai,"April 2004,",https://doi.org/10.1145/982372.982387,"Frequent technological advances require IT professionals to update skills to ensure adequate performance. Yet relatively little research has studied skill obsolescence among IT professionals. This study builds upon work on skill obsolescence among engineers to understand how IT professionals respond to the threat of obsolescence and take actions to update technical skills. Interviews with five IT professionals were conducted as a pilot study. This data collection will be extended to include 15-20 technical IT professionals. The preliminary analysis of the data indicates that there are different conceptualizations of obsolescence and that these conceptualizations result in different sorts of coping strategies, ranging from planful problem-solving, to situation redefinition, and denial/distancing. Our continuing research will look for the drivers and consequences of adhering to these views of obsolescence."
A qualitative study of the occupational subculture of information systems employees in organizations,Indira R. Guzman,"April 2004,",https://doi.org/10.1145/982372.982388,"Information Technology (IT) facilitates the effective functioning of most organizations. Individuals who support IT are an important facet to an organization. In the present study, we interviewed these individuals as well as other employees to identify their responsibilities, intra-group and inter-group communication. We used Trice's occupational subculture framework to look at the intrinsic differences among subcultures and its members. The results of our study suggest that conflicts arise from differences within members of subcultures. Observed situations of adaptation between occupational subcultures represent an example for remedy to rectify this conflict crisis."
IT offshoring in the professional media (1999-2003): a social representations analysis,Suzanne D. Pawlowski,"April 2004,",https://doi.org/10.1145/982372.982390,"The offshore outsourcing of information technology services has been called an 'irreversible megatrend.' Management decisions regarding IT offshoring have major impacts on companies, their IT departments and IT professionals. The dislocation of IT jobs to countries such as India and China has also become a concern as offshore outsourcing continues to ramp up. Management decision-making concerning IT offshoring takes place within a complex and dynamic landscape of issues and options. Organizational actions related to IT offshoring are influenced by the cognitions, or mental models, of the managers making these decisions. The purpose of the research-in-progress study described in this paper is to examine one of the factors expected to influence how senior IT managers (CIOs, CTO's, VPs of IT, etc.) make sense of and assign meaning to IT offshore outsourcing: the IT professional media. Social representations theory will be used to identify and compare 'common sense knowledge' and discourse represented in five periodicals from the IT professional press with high readerships of senior IT managers. The paper presents an overview of social representations theory. Social representations are defined as the shared images and concepts through which we organize our world. The processes of objectification and anchoring in the formation of social representations are described, as well as the structural view of social representations including central core and peripheral elements. The research method for the study is content analysis and correspondence analysis to identify the social representations of IT offshore outsourcing in the professional media for each year from 1999-2003."
Recruitment is never enough: retention of women and minorities in the IT workplace,Andrea H. Tapia,"April 2004,",https://doi.org/10.1145/982372.982392,"Women, as well as African Americans, Hispanic Americans and Native Americans are represented in the information technology (IT) workforce in percentages that are far lower than their percentages in the population as a whole. While recruiting efforts are crucial for increasing the participation of women and minorities, it is equally important that we retain those already in the IT workforce. Here we present an assessment of the relevant literature addressing retention issues for women and minorities. Some issues that arise from this literature can be applied directly to changes that must take place in the IT workplace such as; the development of gender/race/ethnic appropriate mentors, sponsors or role models in the work environment, the development of involvement of the family and/or community in support of the work environment, the development of a nurturing work environment to offset internalized out-group status, the development of a truly multicultural work environment that values gender/race/ethnic differences, the development of recognition of and assistance with stress from financial issues and social/family obligations, and the eradication of institutional practices that marginalize women and minorities. There is a need to deepen our understanding of retention issues for women and minorities in order to inform intervention strategies. This work addresses this need by providing an in-depth examination of factors affecting attraction, development and especially retention of minorities and women in IS."
Career orientation of IT personnel,Mary Sumner,"April 2004,",https://doi.org/10.1145/982372.982394,"The management of information technology (IT) personnel poses unique challenges, including high turnover, limited advancement potential, low organizational commitment, and burnout. By matching individual expectations and job characteristics, managers may be able to provide IT professionals with appropriate opportunities and career paths. This study is designed to identify the career anchors or orientations which are possessed by IT personnel, and to identify which career anchors are the strongest determinants of organizational commitment. Based upon preliminary results of the pilot survey, the respondents expressed a variety of career anchors, including Organizational Stability, Variety, Managerial Competence, and Geographic Security. The career anchors and career orientation variables that were less important to the respondents were Identity, Technical Competence, Creativity, and Autonomy."
Veterans and internet use: implications for career preparation and development support,Abhijit Jain,"April 2004,",https://doi.org/10.1145/982372.982395,"This research compares internet usage by veterans of the U.S. armed forces with internet usage by two reference groups - an educational-elite group and an educational-non-elite group. In terms of overall use, veterans are found to use the internet significantly less than members of the educational-elite reference group. This is cause for concern. Somewhat reassuringly, veterans are found to use the internet significantly more than members of the non-elite reference group.Effective and efficient use of the internet can potentially be enormously helpful to veterans in their transition out of armed forces life; and can help them adjust to, and get ahead in, civilian life and careers. This research suggests that agencies that look after veterans' interests, and provide counseling and training services to them, may find it rewarding to focus some of their attention towards increasing veterans' use of the internet. Thus this research has implications for issues related to career preparation and development support for veterans."
An examination of prestigious stigma: the case of the technology geek,Jo Ellen Moore,"April 2004,",https://doi.org/10.1145/982372.982396,"The concept of stigma from social psychology traditionally pertains to the plight of individuals possessing ""marks"" such as physical deformities and blindness. In extending the construct to the organizational setting, stigma also encompasses less physical sources of non-normality that are viewed by others with disrespect or disapproval. Along this line, we identify an aspect of stigma that can materialize in work settings that generally does not appear in prior stigma theory. We argue that a stigma may exist that is worn with pride rather than shame, and we refer to this as a ""prestigious stigma."" As a foundation for our reasoning, we present ""technology geek"" as a prestigious stigma found in organizations. Our theory building focuses on mixed interactions of the stigmatized with others in the organization, positing that prestigiously stigmatized individuals behave in ways that differ from those previously theorized by social psychologists. This effort culminates in a model that extends prior stigma theory and provides insights for practice and future research."
The shadow knows: performance expectations of new hires in an IT organization,Diane Bandow,"April 2004,",https://doi.org/10.1145/982372.982397,"As organizations reshape themselves to meet market and customer demands, expectations companies have of their employees change, which means employment contracts must also change. Social research on organizations has gained interest in recent years, but research on psychological contracts has been particularly limited. Rousseau (1995) noted the importance of performance expectations, but that these expectations were frequently not conveyed to employees, due, in part, to the dynamic nature of the industry and the market. Performance expectations, however, are of critical importance for organizations, as they provide predictability, enablement, and clarity (Rousseau, 1995), which are all essential for organizations, particularly in a dynamic environment.This paper examined performance expectations for newly hired information technology (IT) professionals in a systems development organization of a large telecommunications company in the US in 1998. Expectations of middle managers, upper managers, and technical team leaders were gathered and summarized, and analyzed for trends, differences, and similarities. The purpose of this pilot study was to explore expectations of both IT professionals and an IT organization, and provide a recent, accurate summary of expectations of new hires. The intent of this study was to assist prospective employees, newly hired employees, and hiring managers and their organizations by providing consistent documentation and clarity in organizational goals and expectations. Once preliminary areas are noted, additional research may then provide specific needs. By providing consistent, current and accurate information, IT professionals can learn more about the organization in less time, match their skills and goals more effectively to those of the organization, and quickly become contributing organizational members.For organizations, this could assist hiring managers by enabling common understandings, potentially reducing cost and turnover, increasing retention rates and creating more productive working relationships."
Perceptions of chilly IT organizational contexts and their effect on the retention and promotion of women in IT,Malu Roldan,"April 2004,",https://doi.org/10.1145/982372.982399,"Research on gender differences suggests that women lack the personal characteristics necessary to flourish in male-dominated IT cultures and subcultures. Organizational research suggests that organizational cultures and climates can significantly affect participation and employment outcomes, such as the participation and promotion of women. ""Women-friendly"" workplaces exist (Working Women's ""100 Best Companies for Working Mothers""), yet female success in IT continues to decline. This paper lays the groundwork for a study of organizational contexts, organization members' perceptions of these contexts, and their effects on women's retention and promotion in IT organizations."
Understanding the under representation of women in IT: toward a theory of individual differences,Eileen M. Trauth,"April 2004,",https://doi.org/10.1145/982372.982400,"Among the research challenges in studying the under representation of women in the IT field is that of developing appropriate theory to provide a basis for understanding and explanation about this gender imbalance. At present, there are two dominant theories in the gender literature that are used to explain the participation of women in the IT profession. The essentialist perspective dichotomizes gender based upon the presumption of significant inherent differences between women and men. This view finds the causes of gender under representation in biology. The social construction perspective focuses on the social construction of IT as a male domain, which is interpreted as incompatible with the social construction of female identity. This view finds the causes of gender under representation in the IT sector. The research discussed in this paper is directed at the development of a new theory that focuses on individual differences among women as they relate to the needs and characteristics of IT work and the IT workplace. This view finds the causes of gender under representation in the socio-cultural environment that shapes each woman's gender identity and her professional development, and her individual responses to these influences."
Exploring antecedents of gender equitable outcomes in IT higher education,Manju Ahuja,"April 2004,",https://doi.org/10.1145/982372.982401,"This research-in-progress paper reports on a National Science Foundation funded project aimed at examining ways to engage women and girls in courses of study that will qualify and motivate them for information technology (IT)-related careers. This Information Technology Work Force (ITWF) award provides support to investigate 15 tertiary education programs in information systems, information science, instructional systems technology, and informatics, with computer science programs as a baseline comparison, in five major IT degree-granting institutions. The purpose of the study is to systematically investigate the contribution of organizational culture to student experiences and outcomes, determining factors that favor female success over time.The programs are hypothesized to be differentially responsive to female students due to differences in academic culture, operationalized in terms of the availability of mentorship, role models, peer support networks, grant programs, and other resources at the departmental, university, and disciplinary levels. These measures of organizational culture will be correlated with measures of student outcomes and self-reports of student experiences. Data about students' experiences will be collected through a web-based survey of a sample of 5,000 students, followed by three face-to-face interviews with an estimated 155 students, over-sampling for females, over a two-year period. In addition, faculty, administrators and staff in the study programs will be interviewed by telephone and in person. Student survey data will be collected by April 2004 and analyzed by May 2004.At the conference, we will report preliminary findings based on analysis of data collected from our pilot site (Indiana University).The project will identify encouraging and discouraging factors, and produce comparative statistics, that can be used as a baseline in future research on IT education and gender. Findings can be used to inform programmatic recommendations aimed at moving more women into the IT pipeline through a diverse range of educational programs. To the extent that new IT paradigms such as are taught in schools of information, informatics, education, and business help to create those cultural associations, they can contribute to reducing the persistent gender segregation in academic IT-related programs and thus IT employment."
